subject_id	subject_label	predicate_id	object_id	object_label	confidence	mapping_justification	date	creator_id	subject_source_version	object_source_version
CO_330:0000423	Tuber Lipophilic antioxidant activity in fresh weight basis	skos:narrowMatch	TO:0000281	metabolite content trait	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000198	Tuber Ascorbic acid concentration in dry weight basis	skos:narrowMatch	TO:0000281	metabolite content trait	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000427	Tuber Ascorbic acid concentration in fresh weight basis	skos:narrowMatch	TO:0000281	metabolite content trait	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000189	Chips color	skos:narrowMatch	TO:0001069	cooking quality trait	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000385	French fries color	skos:narrowMatch	TO:0001069	cooking quality trait	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000177	Chips oil absorption rate	skos:narrowMatch	TO:0001069	cooking quality trait	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000430	Tuber protein content	skos:narrowMatch	TO:0000598	protein content	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000433	Tuber starch content	skos:narrowMatch	TO:0000696	starch content	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000192	Tuber dry matter content	skos:narrowMatch	TO:0000457	total biomass yield'	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000391	Tuber specific gravity	skos:narrowMatch	TO:0000457	total biomass yield'	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000442	Tuber sucrose content	skos:narrowMatch	TO:0000328	sucrose content	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000204	Tuber Zinc concentration in dry weight basis	skos:narrowMatch	TO:1000073	 shoot system zinc content	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
CO_330:0000410	Tuber Zinc concentration in fresh weight basis	skos:narrowMatch	TO:1000073	 shoot system zinc content	1	sssom:HumanCuration	09/10/2020	orcid:0000-0002-6379-8932|orcid:0000-0002-8461-9745	https://raw.githubusercontent.com/Planteome/CO_330-potato-traits/3fc38aa1a09261de5e66bec1ac2bd1909c0cbb8f/Potato_TD.csv	http://purl.obolibrary.org/obo/to/releases/2018-03-09/to.owl
